rank,Account Name,No. of Employees,Website,HQ Billing Country,Billing State/Province,Billing City,Billing Street,Billing Zip/Postal Code,Industry,LinkedIn Company Id,Account LinkedIn URL,Core Account Fit Tier,score_size,score_industry,score_tier,score_data,lead_score,category,web_verdict,web_notes,us_contactability,hr_contacts
759,Tanner Industries,56,tannerind.com,,Alabama,Lincoln,735 Davisville Road,18966,Chemical Manufacturing,5464674.0,https://www.linkedin.com/company/tanner-industries,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
760,Ncura National Council of University Research Administrators,56,ncura.edu,,District of Columbia,Washington,"1225 19th Street, NW, Ste 850",20036,Professional Organizations,9184907.0,https://www.linkedin.com/company/ncura-national-council-of-university-research-administrators,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
761,San Antonio Current,56,sacurrent.com,,Texas,San Antonio,,,Periodical Publishing,70505.0,https://www.linkedin.com/company/san-antonio-current,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
762,Music People An Exertis Jam Business,56,musicpeopleinc.com,,Connecticut,Berlin,154 Woodlawn Road,6037,Sound Recording,156139.0,https://www.linkedin.com/company/the-music-people-inc-,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
763,"The Driven Man, LLC",56,drivenman.com,,Tennessee,Cookeville,3075 Poplar Grove Rd,,Manufacturing,,https://www.linkedin.com/company/the-driven-man-llc,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
764,Country Fresh Meats,56,countryfreshmeats.com,,Wisconsin,Schofield,,,Wholesale Food and Beverage,4382890.0,https://www.linkedin.com/company/country-fresh-meats,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
765,Bellevue Golf Club,56,bellevuegolfclub.com,,Massachusetts,Melrose,,,Golf Courses and Country Clubs,1636443.0,https://www.linkedin.com/company/bellevue-golf-club,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
766,Cpm Construction Planning and Management,56,cpmconstruction.com,,Indiana,Indianapolis,10053 Hague Road,46256,Nonresidential Building Construction,1060915.0,https://www.linkedin.com/company/cpm-construction-planning-and-management-inc.,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
767,Platte-clay Electric Cooperative,57,pcec.coop,,Missouri,Kearney,1000 W Hwy. 92,64060,Fossil Fuel Electric Power Generation,678006.0,https://www.linkedin.com/company/platte-clay-electric-cooperative,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
768,Meals On Wheels San Antonio,57,mowsatx.org,,Texas,San Antonio,4306 Northwest Loop 410,78229,Services for the Elderly and Disabled,1820699.0,https://www.linkedin.com/company/mowsatx,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
769,Early Learning Coalition of Pinellas County,57,elcpinellas.net,,Florida,Clearwater,2536 Countryside Boulevard,33763,Child Day Care Services,2098382.0,https://www.linkedin.com/company/early-learning-coalition-of-pinellas-county-inc.,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
770,Midwest Mobility Solutions,57,mmsatt.com,,Kentucky,-,2274 s telegraph Rd.,48201,Wireless Services,9328059.0,https://www.linkedin.com/company/midwest-mobility-solutions,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
771,Pike Valley Unified School District 426,56,pikevalley.com,,Kansas,Scandia,100 School St,,Mental Health Care,,https://www.linkedin.com/company/pike-valley-high-school,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
772,SUPERIOR PROPERTY MANAGEMENT LLC,55,superiormgmtmi.com,,Michigan,Saint Joseph,207 Hawthorne Ave Ste 1,,Real Estate,,https://www.linkedin.com/company/gardner-management-company,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
773,Metro Golf Cars,59,metrogolfcars.com,,Texas,Fort Worth,,,Retail Motor Vehicles,15349210.0,https://www.linkedin.com/company/metro-golf-cars-inc,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
774,123 Exteriors,60,123exteriors.com,,Ohio,Westerville,13505 A St.,68144-3648,Building Structure and Exterior Contractors,1135373.0,https://www.linkedin.com/company/123-exteriors,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
775,Viking Forest Products,60,vikingforest.com,,Minnesota,Eden Prairie,,55344,Paper and Forest Product Manufacturing,4027115.0,https://www.linkedin.com/company/viking-forest-products,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
776,Gateway Grizzlies Baseball,60,gatewaygrizzlies.com,,Illinois,St Louis,2301 Grizzlie Bear Blvd,62206,Sports Teams and Clubs,444082.0,https://www.linkedin.com/company/gateway-grizzlies,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
777,"Taylor Oil, Inc.",59,tayloroilinc.com,,Kansas,Wellsville,504 Main St,,Oil and Gas,,https://www.linkedin.com/company/taylor-oil-inc,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
778,Perma-chink Systems,55,permachink.com,,District of Columbia,Redmond,1605 Prosser Road,37914,Wholesale Building Materials,8759191.0,https://www.linkedin.com/company/perma-chink-systems,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
779,Elgin Power Solutions,55,elginpowersolutions.com,,West Virginia,Beaver,10050 Cash Road,77477,Appliances Electrical and Electronics Manufacturing,11311861.0,https://www.linkedin.com/company/elginpowersolutions,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
780,American Academy of Addiction Psychiatry,55,aaap.org,,Rhode Island,East Providence,400 Massasoit Ave Ste 300,2914,Professional Organizations,1996160.0,https://www.linkedin.com/company/aaap,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
781,Classic Photographers,61,classicphotographers.com,,New Hampshire,Londonderry,88 Nashua Rd,3053,Photography,35560055.0,https://www.linkedin.com/company/classic-photographers,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
782,City of Delavan,95,delbrookgolfclub.com,,Wisconsin,Delavan,123 S 2Nd St Stop 2,,Wellness and Fitness Services,,https://www.linkedin.com/company/delbrook-golf-course,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
783,Ahr Metals,95,ahrmetals.com,,Alabama,Bessemer,20  DIVISION ST,35020,Construction,,https://www.linkedin.com/company/ebc-steel,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
784,Cardinal Services  of Indiana,206,cardinalservices.org,,Indiana,Warsaw,504 N Bay Dr,46580,Community Services,896561.0,https://www.linkedin.com/company/cardinal-services-inc.-of-indiana,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
785,DRTC,202,drtc.org,,Oklahoma,Oklahoma City,2501 North Utah Avenue,73107,Individual and Family Services,293396.0,https://www.linkedin.com/company/drtcorg,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
786,City of Holly Springs,200,visithollysprings.com,,Mississippi,Holly Springs,195 E Van Dorn Ave,,Hospitality,,https://www.linkedin.com/company/holly-springs-tourism-&-recreational-bureau,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
787,"Schuler Restaurants, Inc.",225,schulersrestaurant.com,,Michigan,Marshall,115 S Eagle St,,Hospitality,,https://www.linkedin.com/company/schulers-restaurant,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
788,Gesher Human Services,223,geshermi.org,,Michigan,Southfield,29699 Southfield Road,48076,Individual and Family Services,456110.0,https://www.linkedin.com/company/jvs-detroit,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
789,PWT,214,haccpa.com,,Florida,,,,Wholesale Building Materials,1058605.0,https://www.linkedin.com/company/pwt,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
790,Cronimet Corporation USA,55,cronimetusa.com,,Pennsylvania,Aliquippa,,,Mining,4648818.0,https://www.linkedin.com/company/cronimet-corp,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
791,"Sunrise Health Foods, Inc.",60,sunrisehealthfoods.com,,Illinois,Lansing,17650 Torrence Ave,,Wellness and Fitness Services,,https://www.linkedin.com/company/sunrise-health-foods,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
792,Trinity Alliance of The Capital Region,62,trinityalliancealbany.org,,New York,Albany,15 Trinity Pl,12202,Individual and Family Services,1480965.0,https://www.linkedin.com/company/trinity-alliance-of-the-capital-region-inc.,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
793,Vectronix,62,vectronix.us,,Virginia,Ashburn,,,Defense and Space Manufacturing,378253.0,https://www.linkedin.com/company/vectronix-inc,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
794,Robinson Stave and Cumberland Cooperage,62,robinsonstave.com,,Kentucky,East Bernstadt,1805 Kentucky 3434,40729,Distilleries,33078479.0,https://www.linkedin.com/company/robinson-stave-and-east-bernstadt-cooperage,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
795,Cleaner Living Services,62,cleanerlivingservices.com,,Illinois,Lisle,,,Janitorial Services,6382230.0,https://www.linkedin.com/company/cleaner-living-services-inc-,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
796,Bethany House Services,62,bethanyhouseservices.org,,Ohio,Cincinnati,1717 SE Orient Dr Apt 113,97080,Community Services,35488033.0,https://www.linkedin.com/company/bethany-house-services,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
797,Bbc America,62,bbcamerica.com,,New York,New York,,,Cable and Satellite Programming,4031177.0,https://www.linkedin.com/company/bbcamerica,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
798,Transport Express,58,transportexpress.com,,Minnesota,St Paul,,,Truck Transportation,79378953.0,https://www.linkedin.com/company/transport-express-llc,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
799,Blackrock Strategy,59,blackrockstrategy.com,,Alabama,Huntsville,4100 Market Street Southwest,35808,Defense and Space Manufacturing,70828446.0,https://www.linkedin.com/company/blackrock-strategy,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
800,Prime Foods,57,briooil.com,,Georgia,Atlanta,,,Food and Beverage Services,,https://www.linkedin.com/company/prime-foods-usa,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
801,"HUMAN DEVELOPMENT CENTER, INC.",57,hdcinc.org,,Florida,Tampa,3809 N Tampa St,,Wellness and Fitness Services,,https://www.linkedin.com/company/human-development-center-inc.,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
802,LocalAdLink,57,localadlink.net,,Michigan,Haslett,,,Public Relations and Communications Services,358394.0,https://www.linkedin.com/company/localadlink,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
803,Abadi Group,59,abadigroup.com,,New Jersey,West Long Branch,265 New Jersey 36,7764,Telecommunications Carriers,303606.0,https://www.linkedin.com/company/abadi-group,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
804,Martin Calibration,59,martincalibration.com,,Minnesota,Burnsville,11965 12th Avenue South,55337,Industrial Machinery Manufacturing,6686370.0,https://www.linkedin.com/company/martin-calibration-inc-,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
805,Adams Electric Cooperative,59,adamsec.coop,,Pennsylvania,Gettysburg,1338 BIGLERVILLE Rd.,17325,Fossil Fuel Electric Power Generation,710252.0,https://www.linkedin.com/company/adams-electric-cooperative-inc.,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
806,Midway Ford,59,rosevillemidwayford.com,,Minnesota,Roseville,2777 Snelling Avenue North,55113,Retail Motor Vehicles,10163191.0,https://www.linkedin.com/company/midway-ford,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
807,Willoughby Golf Club,58,willoughbygolfclub.com,,Florida,Stuart,3001 Southeast Doubleton Drive,34997,Real Estate,,https://www.linkedin.com/company/willoughbygolfclub/,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
808,Ism Security,58,ism-security.com,,Indiana,Highland,9501 Indianapolis Boulevard,46322,Security Guards and Patrol Services,4031070.0,https://www.linkedin.com/company/ism-security,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
809,Superior Painting,118,ck.page,,South Carolina,,,,Construction,,https://www.linkedin.com/company/superior-painting,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
810,"PINCHERS CRAB SHACK OF DOWNTOWN FT MYERS, INC",120,pinchersusa.com,,Florida,Fort Myers,2360 W First St,,Food and Beverage Services,,https://www.linkedin.com/company/pinchers,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
811,"Choice U.S.A. Beverage, Inc.",120,choiceusabeverage.com,,North Carolina,Lowell,603 Groves St,,Food and Beverage Services,,https://www.linkedin.com/company/choice-usa-beverage-inc,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
812,"Turner Development Co., Inc.",125,duallanes.com,,Maryland,Hagerstown,17325 Virginia Ave,,Wellness and Fitness Services,,https://www.linkedin.com/company/turner-bowling-center,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
813,Spectra Wood,123,spectrawood.com,,Pennsylvania,State College,,,Furniture and Home Furnishings Manufacturing,86944665.0,https://www.linkedin.com/company/spectrawood,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
814,Chem Carriers,53,chemcarriers.com,,Louisiana,Sunshine,1237 Hwy 75,70780,Maritime Transportation,73960617.0,https://www.linkedin.com/company/chem-carriers,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
815,American Federal Mortgage,53,americanfedmortgage.com,,New Jersey,Chester,360 Route 24,7930,Savings Institutions,151238.0,https://www.linkedin.com/company/american-federal-mortgage-corp,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
816,D.f. Pray General Contractors,53,dfpray.com,,Massachusetts,Seekonk,,2771,Building Construction,1475869.0,https://www.linkedin.com/company/d-f-pray-general-contractors,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
817,Bmw of Darien,65,bmwdarien.com,,Connecticut,Darien,140 Ledge Road,6820,Retail Motor Vehicles,2291001.0,https://www.linkedin.com/company/bmw-of-darien,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
818,At Home Care,53,ahcnys.com,,New York,Oneonta,,,Wellness and Fitness Services,,https://www.linkedin.com/company/athomecarelhcsa,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
819,Sydor Optics,53,sydor.com,,New York,Rochester,31 Jetview Drive,14609,Appliances Electrical and Electronics Manufacturing,4028413.0,https://www.linkedin.com/company/sydor-optics,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
820,Precision Wire Forms,53,wire-forms.com,,Michigan,Three Rivers,1100 West Broadway Street,49093,Spring and Wire Product Manufacturing,10239650.0,https://www.linkedin.com/company/precision-wire-forms,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
821,Lakeview Golf Resort & Conference Center,53,lakeviewresort.com,,West Virginia,Morgantown,,,Golf Courses and Country Clubs,5485209.0,https://www.linkedin.com/company/lakeview-golf-resort-&-spa,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
822,"Chart Automotive Group, Inc.",53,chartauto.com,,Missouri,Saint Louis,8801 Frost Ave,,Food and Beverage Services,,https://www.linkedin.com/company/chart-distribution-group,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
823,Ha Industries,55,ha-industries.com,,Michigan,Sterling Heights,,48310,Automation Machinery Manufacturing,9478504.0,https://www.linkedin.com/company/ha-industries,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
824,Webb Automotive Group,73,webbcars.com,,Illinois,Oak Lawn,9440 S CICERO AVE,60453,Retail Motor Vehicles,16212723.0,https://www.linkedin.com/company/webbautomotive,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
825,Manchester-boston Regional Airport,67,flymanchester.com,,New Hampshire,Manchester,1 Airport Road,3103,Airlines and Aviation,613275.0,https://www.linkedin.com/company/manchester-boston-regional-airport,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
826,"Sub-Aquatics, Inc.",53,breathingair.com,,Ohio,Reynoldsburg,8855 E Broad St,,Manufacturing,,https://www.linkedin.com/company/breathing-air-systems-inc,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
827,Lipton,78,liptonenergy.com,,Massachusetts,Pittsfield,458 South St,1201,Manufacturing,,https://www.linkedin.com/company/lipton-inc.,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
828,Specialty Rolled Metals,78,specialtyrolledmetals.com,,Illinois,Carol Stream,423 Saint Paul Blvd,30024,Mining,506138.0,https://www.linkedin.com/company/specialty-rolled-metals,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
829,Platinum Energy,77,platinumenergy1.com,,New York,,,,Oil and Gas,,https://www.linkedin.com/company/platinum-energy1,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
830,Haverhill Country Club,77,haverhillcc.com,,Massachusetts,Haverhill,,,Hospitality,,https://www.linkedin.com/company/haverhill-country-club-inc,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
831,Corporate Air,71,travelredefined.com,,Pennsylvania,West Mifflin,15 Allegheny County Airport,15122,Airlines and Aviation,93646931.0,https://www.linkedin.com/company/corporateair-llc,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
832,Stillwater Milling Company,71,watermill.com,,Oklahoma,Stillwater,512 E 6th Ave,74074,Animal Feed Manufacturing,9204662.0,https://www.linkedin.com/company/stillwater-milling-company,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
833,Parsons Commercial Roofing,71,parsonsroofing.com,,Texas,Lorena,,,Building Structure and Exterior Contractors,693258.0,https://www.linkedin.com/company/parsons-roofing,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
834,Labor Temps,71,oninstaffing.com,,Illinois,Chicago,2147 N Western Ave,60647,Temporary Help Services,863335.0,https://www.linkedin.com/company/labor-temps,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
835,Applegate Insulation,74,applegateinsulation.com,,Michigan,Webberville,1000 Highview Drive,48892,Wholesale Building Materials,1532430.0,https://www.linkedin.com/company/applegate-insulation,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
836,Duffey Southeast Construction,72,duffeyse.com,,Georgia,Cedartown,209 East Ware St.,30125,Nonresidential Building Construction,2637698.0,https://www.linkedin.com/company/duffey-southeast-inc-,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
837,Vector Windows,72,vectorwindows.com,,Minnesota,Fergus Falls,1020 International Dr,56537,Building Structure and Exterior Contractors,2443254.0,https://www.linkedin.com/company/vector-windows,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
838,Any Assembly,72,anyassembly.com,,Maryland,Windsor Mill,,,Furniture and Home Furnishings Manufacturing,2526003.0,https://www.linkedin.com/company/anyassembly-com,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
839,N-store Services,73,nstoreservices.com,,Missouri,Chesterfield,160 Chesterfield Industrial Boulevard,63005,Nonresidential Building Construction,2886052.0,https://www.linkedin.com/company/n-store-services,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
840,National Museum of Mexican Art,73,nationalmuseumofmexicanart.org,,Illinois,Chicago,1852 West 19th Street,60608,Museums,1211020.0,https://www.linkedin.com/company/national-museum-of-mexican-art,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
841,Watry Industries,73,watry.com,,Wisconsin,Sheboygan,3312 Lakeshore Drive,53081,Plastics Manufacturing,2682223.0,https://www.linkedin.com/company/watry-industries,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
842,Norstar Trailers,74,norstarcompany.com,,Texas,Brookston,5500 Farm to Market 38,75421,Truck Transportation,33026737.0,https://www.linkedin.com/company/norstar-truck-bodies-llc,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
843,Working in The Schools,74,witschicago.org,,Illinois,Chicago,641 W Lake Ste. 200,60661,Book and Periodical Publishing,680311.0,https://www.linkedin.com/company/working-in-the-schools-wits-,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
844,"Ken's Discount Building Materials, Inc.",72,kensdiscount.net,,Arkansas,El Dorado,1200 N West Ave,,Wholesale,,https://www.linkedin.com/company/kens-discount-trains,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
845,Bark Avenue,114,barkavenueomaha.com,,Michigan,Utica,,,Animal Feed Manufacturing,9569260.0,https://www.linkedin.com/company/bark-avenue,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
846,Company Store,114,thecompanystore.com,,New Jersey,Weehawken,,,Mattress and Blinds Manufacturing,10110322.0,https://www.linkedin.com/company/the-company-store,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
847,Flat Rate Moving,113,flatrate.com,,New York,New York,555 W 25TH ST,33169,Truck Transportation,538012.0,https://www.linkedin.com/company/flatrate-moving-miami,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
848,Christophe Harbour,112,christopheharbour.com,,Ohio,Peninsula,,,Real Estate,,https://www.linkedin.com/company/christophe-harbour-development-company/?originalSubdomain=kn,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
